Genre,TrackCount
"1 16 217528 150 13231 25894 39556 62358 75112 86121 96491 108473 122788 134485 144086 155376 166189 186497 197822, 101 moments in music, 2001 space odyssey, 2014, 2017, 21 throwback jams, 5099265803, 50cents, 80 s fresh new, [various artists], a crooner collection, absolute reggae, absolute voices, acoustic best, adam beyer, africa middle east, alirio diaz, alternative pop ballad club dance electro france chanson german trance hip-hop rnb rock music soul vocal house, ambient, andrade, andre powels, andrew york, apparently people are unable to comprehend what various artists is, armin van buuren, artist, backstreet boys, bareto, basque, beethoven, berlin school, bflaminio, billboard 1 hits, binaural beats, bioshock soundtrack, birthday, bluegrass, blues, blues rock, boot land, bravo hits, bravo hits 82, breakout artists, bring up on-par with the other spas and put this in brackets, calypso, candombe, casanovas, cdnnnow128, cdx, celtic celebration, celtic spirit vol 7, chicago, chillout, choral, christmas, classic, classical, classique, classwar karaoke, club, cobles, compilatie, compilation, country, country rock, dedicated to you vol 1, desperado, devotional, devotional buddhist chants, dfree843, die drei, do not using this for artist credits, don t rate the va artist, don t tag the va artist (yes i am aware of this irony), don t use this for artist credits you are to lazy to look-up",483
dancehall,477
pop,436
cumbia,434
nederpop,430
"734011.jpg, bravo hits 82, devotional buddhist chants, dont tag the va artist wtf, fail tags, mess mess, fix tags, why are you downvoting the mess tag? it is a mess!, stop using this for artist credits you are to lazy to look-up",418
"make, dont rate the va artist, dont tag the va artist, messy tags, tagmess, various artist",418
"not *every* artist, shine 4, has german audiobooks, 2001 space odyssey, oldest artist #1, casanovas, 2017, мелодии рождества, no this is still a mess, mess mess mess, why are you voting down tags that explain stuff, you *should* fix your tags, still a mess, stop using this for artist credits you are to lazy to look-up",418
"make. srsly, practically all these tags are fail, faaaaaail, failtags, rename into [various artists], no matter how long you keep voting down the fixme tag i will fight you. this should be fixed, please fix, fix mess, tagsmess, don t tag the va artist (yes i am aware of this irony), don t rate the va artist, dont use this for artist credits you are to lazy to look-up",418
"make, groom to the gallows, megafixme, loosers that downvote fixmetags are ..., stop using this for artist credits period!, don t use this for artist credits you are to lazy to look-up",418
folk pop,407
"latin, reggaeton, trap latino, urbano latino",405
j-pop,397
turkish pop,392
"german, german hip hop, hip hop, rap, trap",392
norwegian pop,385
trap latino,383
portuguese hip hop,377
"chilean mambo, chilean trap, mambo, reggaeton chileno",366
"bollywood, desi, film composer, filmi, hindi pop, sufi",359
"songwriter, synth-pop, taylor-swift, teen pop, top 40",353
"contemporary r&b, englisch, english, hip hop, rap, relic inn, southern hip hop, trap, trap rap, usa",351
"manele, trap",346
"pop, hip hop, spanish, latin, english, reggaeton, latin urban, latin trap, trap latino, reggaeton, trap latino, latin, urbano latino",344
"reggaeton, latin urban, latin, trap latino, reggaeton, trap latino, urbano latino",342
laiko,342
"2000s, 2010s, 2020s, alternative pop, americana, artist of the decade, chamber pop, contemporary country, country, country pop, country-pop, cultural icon, dance-pop, electropop, female vocals, fixme label mess, folk pop, hp, icon, indie folk, indie pop, late 2000s, loves planes, nuno, pop, pop rock, re-recording, relic inn, singer-songwriter, singer",339
traditional music,335
"banda, corrido, corridos belicos, corridos tumbados, dembow belico, electro corridos, musica mexicana, regional mexicano, sad sierreno, sierreno",330
rap,326
"hungarian, hungary, magyar",321
"2010s, 2020s, 3rd gen k-pop, boy band, boy group, corean, english, fixme label mess, k-pop, korean, pop, pop punk, teen pop",319
reggaeton,319
"african gospel, gospel",318
"german hip hop, hip hop",317
"latin, reggaeton, latin urban, trap latino, reggaeton, trap latino",315
"finnish hip hop, finnish pop, hip hop",310
"latin, latin trap, latin urban, reggaeton, trap latino, urbano latino",308
"cuarteto, cumbia",308
"2010s, 2020s, alternative r&b, contemporary r&b, dance-pop, hypnagogic pop, pbr&b, pop, r&b, rnb, synth-pop",306
"hip hop, trap",303
"egyptian pop, khaleeji",302
"banda, corrido, corrido tumbado, corridos belicos, corridos tumbados, dembow belico, electro corridos, musica mexicana, regional mexicano, sad sierreno",296
"c-pop, cantopop",294
"italian trap, rap",288
"kolumbien, spanish, columbia, pop, spanisch, latin urban, hip hop, latin pop, rnb, reggaeton, latin",284
"reggaeton, trap latino, urbano latino",283
"latin, reggaeton",282
"t-pop, turkish pop",280
"agronejo, arrocha, sertanejo, sertanejo universitario",278
"trap latino, reggaeton",276
"reggaeton, trap latino",276
songwriter,275
schlager,275
k-pop,275
"french hip hop, french rap, pop urbaine, trap",274
rock,272
"kolumbien, spanish, columbia, pop, spanisch, latin urban, hip hop, latin pop, rnb, reggaeton, latin, reggaeton, latin",269
punk,268
"2000s, 2010s, american, antisemite, art pop, chipmunk soul, christian hip hop, conscious hip hop, electropop, english, experimental hip hop, fascist, gospel, grammy winner, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, luxury rap, nazi, pop, pop rap, pro trump, producer, progressive rap, rap, rapper, relic inn, southern hip hop, synthpop, trap, us",266
"dance, electronic, englisch, english, hip hop, hip hop rnb and dance hall, latin, latin pop, latin urban, puerto rico, rap, reggae, reggaeton",263
"rap, hip hop, west coast hip hop, cloud rap",260
"dembow, latin, reggaeton, urbano latino",255
"hip hop, latin urban, reggaeton, trap latino, latin, reggaeton, trap latino, urbano latino, latin",254
"hip hop, southern hip hop, trap",251
"turkish hip hop, turkish pop",251
"drill, hip hop, trap",250
"norwegian hip hop, norwegian pop",249
"dancehall, soca",247
"make. ffs!, apparently people are unable to comprehend what various artists is, pavarotti, desperado, grase, 101 moments in music, greatest ever! punk & new wave: the definitive collection, los 24 grandes exitos de la zarzuela, volkstumliche musik, papeete, 2014, fix, zweiohr, likedis auto, ultimatecore, a crooner collection, lil eazy-e, virginia beach, http:",246
doom,246
"hardcore band from virginia beach, active 1998-2002. emerging from the tidewater crust‐punk",246
"skate scene, the group combined punk urgency and hardcore aggression with downtuned sludge heaviness and doom atmosphere. their raw, abrasive sound placed them firmly within the late‐1990s",246
"early‐2000s underground, while maintaining a distinctly punk ethos. the band’s definitive release is discography (this dark reign recordings, tdr‐13, usa), which compiles studio material from 1999-2002. tracks were originally issued (or intended) across several small‐label documents: “before you",246
"fallen”-acrude records (crude‐01, france), 7′′ single. because sometimes two are better than one-split with fistula, shifty records (sh09, 3′′ cd. south of hell-14 songs from the new south-berserker records (ber‐005, compilation. crushers killers destroyers!-shifty records (sh08, compilation. doomed-this dark reign recordings (tdr‐001, compilation. mugwart performed throughout virginia and the surrounding region, sharing stages with grief, damad, fistula, sofa king killer, and clutch. in 2011, uk extreme‐metal band dragged into sunlight selected mugwart’s track “fallen” for a curated mixtape in terrorizer magazine (issue #285), highlighting the group’s ongoing resonance nearly a decade after disbanding. legacy: though short‐lived, mugwart is regarded as a cult, foundational act of the virginia sludge",246
"latin, reggaeton, latin urban, trap latino, reggaeton, urbano latino",242
"deutschrap, german, german hip hop, hip hop, rap",242
"latin, latin urban, reggaeton, urbano latino",241
"brazilian phonk, phonk",240
"2000s, 2010s, 2020s, adult contemporary, american, americana, americain, art pop, britney spears, dance, dance-pop, disco, edge of glory, electro house, electronic, electropop, europop, film soundtrack, gata rahe mera dil, industrial pop, jazz, late 2000s, nuno, pop, pop rock, saxx dreams, server name, synth-pop, synthpop, the fame, united states, usa",237
"reggaeton, latin, trap latino, hip hop, trap latino, urbano latino, trap",236
"hip hop, latin, reggaeton, trap, trap latino, urbano latino",236
"dance, dance and electronica, dance-pop, edm, electro house, electronic, electropop, english, eurodance, festival progressive house, french house, future rave, house, progressive house, seen live, tech house",234
"dance, deep house, downtempo, edm, electronica, english, house, tropical house",234
"english, latin, latin pop, latin urban, reggaeton, spanish, trap latino, urbano latino",233
"latin, latin urban, reggaeton, trap latino",233
"latin, reggaeton, trap latino",231
"german, german hip hop, hip hop, pop rap, rap, trap",230
indie pop,230
"2000s, 2010s, blacklist, abuser, american, anti vax, contemporary r&b, dance, dance-pop, electro house, electropop, hip hop, hip hop rnb and dance hall, hip-hop, misogynist, pop, pop rap, r&b, relic inn, rnb, trap, wifebeater, ya man aint me (produced by the.mp3",229
indie,228
"latin urban, reggaeton",226
"reggae, spanish-language reggae",226
"reggaeton, urban music, latin pop, latin, puerto rican",224
"3 step, amapiano, gqom, private school piano",224
"t-pop, thai pop",223
"v-pop, vietnamese hip hop",222
"arabesk, turkish pop",218
"bangla pop, bollywood, desi, filmi, gaana, hindi pop, indian pop",217
"rock, electronic, post-rock, synthpop, pop, norwegian, new wave, synth-pop, electropop, 1980s, 1990s, 2000s, dance-pop, pop rock, new romantic, european, norsk, synth pop, video, pop and chart, euro-pop, euro-dance, sophisti-pop, punk",214
"new wave, club",214
"french r&b, french rap, pop urbaine",214
hyperpop,213
pop punk,212
"つんく♂フロテュース, j-pop, hello project kids, hello project groups, hello project",209
"alternative hip hop, boom bap, conscious hip hop, experimental hip hop, funk, gangsta rap, hardcore hip hop, hip hop, jazz rap, neo soul, political hip hop, pop, pop rap, r&b, rap, relic inn, trap, west coast hip hop",207
"v-pop, vietnam indie, vietnamese hip hop",206
tropical house,206
"berlin, german, german hip hop, hip hop, pop rap, rap, trap",205
"dembow, latin urban, reggaeton, trap, trap latino, urbano latino",204
"french hip hop, french pop, french r&b, french rap, hardcore hip hop, pop, pop rap, pop urbaine, sapes comme jamais",203
"latin, reggaeton, schlager, urbano latino",201
"schlager, reggaeton, latin, urbano latino",201
"2000s, 2008 universal fire victim, 8 mile, 90s, american, boom bap, comedy rap, conscious hip hop, detroit, detroit hip hop, detroit hip-hop, eminem, english, gangsta rap, hardcore hip hop, hip hop, hip-hop, hiphop, horrorcore, kun, midwest hip hop, midwest hip-hop, pop and chart, pop rap, rap, rap god, rapper, relic inn, trap, turkish, us, v",201
"desi hip hop, hindi hip hop, punjabi hip hop",200
classical,200
"latin, reggaeton, latin urban, reggaeton, urbano latino",199
"hip hop, pop rap, southern hip hop, trap",197
"english, experimental hip hop, hip hop, pop rap, rap, relic inn, southern hip hop, trap, travis scott",196
"finnish pop, iskelma",196
"hip hop, rap",195
"epadunk, russelater",194
argentine trap,193
country,192
"acoustic rock, american, americain, death by knife, death by suicide, folk rock, indie, indie folk, indie pop, indie rock, lo-fi indie, rock, rock and indie, sadcore, singer-songwriter, singer",191
"german hip hop, hip hop, turkish hip hop",191
"finnish pop, finnish rock, iskelma",191
"2010s, 2020s, amazing, awful, black metal, christmas music, contemporary r&b, dance-pop, electropop, english, gay, hip hop, pop, reggea, teen pop, terrible, tropical house",190
"rock, alternative rock, american, seattle, grunge, hard rock, usa, indie rock, funk rock, art rock, post-grunge, classic rock, experimental rock, acoustic rock, pop rock, rock and indie, bridge, immortality, twenty, christmas singles, estados unidos, vyrzukhisuc-artiest, reggaeton, latin",189
"make, [various artists], f to the i to the x to the m to the e, do not using this for artist credits, you do realise that every time you downvote a fixme-tag below 0 i unvote it and that tag now permanently stays in the expanded list?, kindly fix, kindly fixme, please rename to [various artists], dont tag or rate the various artist, lamb of god, ncs, 21 throwback jams, acoustic best, legion of von, my sharona, cdx, 5099265803, experience the classics, absolute voices, ƒk₷m€, fixme, oldest artist rowid, fix‌me, bring up on-par with the other spas and put this in brackets, i give up on the immature people in the tags here., please consider not using this for artist credits, m‌ess, number 1, driven by 80s anthems, to the guy that keeps downvoting *every* tag on the va artist, every-time you and others downvote. it registers in your tags. then i remove my vote. presto! youre the only one keeping it here!, put in brackets, hollywood hits, new generations, new generations philip glass, compilatie, celtic celebration, leaving on a jet plan, bflaminio, ronak bhatt, special purpose, alabama thunderpussy, dfree843, cdnnnow128, tag spam, va-we were first-180 hits in their original versions (2014), boot land, s.a. souvenirs, mugwart was a sludge",189
"dance, dance-rock, alphaville, euro-rock",188
"finnish hip hop, finnish pop, iskelma",187
k-rap,187
"composer, film composer, filmi, kollywood, tamil dance, tamil hip hop, tamil pop, telugu pop, tollywood",186
"soundtrack, classical, special purpose artist, fixme, ambient, bogus artist, software company as artist, meta artist, cotm, death metal, black metal, british, uk, composer, traditional, pop and chart, easy listening soundtracks and musicals, unknown, relaxation, bogus, fixme-probably not a real artist, 1 10 188043 183 17153 34783 54830 72970 97673 116825 128263 157073 171433, merge me, bing crosby fank sinatra louis armstorng nat king cole doris day, nursery rhymes, merge, rhymes, mergeme, stop merging crap so my tags get fucked up, fix, nursery rhymes collection, kids hut, kids songs, nursery rhymes playlist, wheels on the bus, johny johny yes papa, cleanup, fix tags, has german audiobooks, dumping ground, dont rate the [unknown] artist, lazy asses, fixme or cleanup, merge into [anonymous] or [traditional], fixme [spa] mess, spamess, test merging tags test, merge all the unrighteous fellows are all unpardonable!, special purpose",185
"malay, malay pop, malaysian pop",185
"rock, trance, electronic, soundtrack, classical, pop, special purpose artist, jungle, fixme, instrumental, chillout, ambient, rap, jazz, folk, punk, metal, meta artist, blues, punk rock, ska, pop-rock, experimental, new wave, electro, hip hop, bluegrass, 2002, reggae, rockabilly, country, 2004, world, tango, goth, opera, fusion, indie, kpop, compilation, new age, eurodance, psytrance, lounge, blues rock, country rock, classic, fix me, christmas, folklore, 1990s, 2000s, soft rock, rock and roll, progressive trance, popular, latin, musical, psychobilly, live, drum bass, club, chicago, choral, meditation, japan, virginia, ost, basque, 2000, 2001, espanol, mashup, candombe, beethoven, michael jackson, trikitixa, ultimate love songs greatest love of all disc 1, orthodox, nederlands, calypso, ragga, alternative pop ballad club dance electro france chanson german trance hip-hop rnb rock music soul vocal house, unknown, va, full of fail tags, nox, wireharp, bareto, sprechgesang, mohsen namjoo, frederic chopin, klaus baumgart, mess, ibiza, musica, various artists, healing sixes, la grande sophie, berlin school, 嫌われ松子の歌たち, z103 5 street mix 2k7, john coltrane, binaural beats, hemi-sync, artist, venezolana, niroshima, nitzer ebb, bioshock soundtrack, shankar jaikishan, visions, gerard palaprat, local music of iran, mary j blige, bravo hits, fix your tags, infantil, razieq, rhythm del mundo, http musicbrainz org release-group b2aa521d-001b-34ad-a5e9-ca310e55b254 html, dresch, africa middle east, montuno, more 70, backstreet boys, classique, 80 s fresh new, ussr ministry of culture chamber choir, classwar karaoke, josquin, elc chritmas, futebol, gospel religious, various, armin van buuren, tags, kinderliedjes kapiteinwinokio humo, absolute reggae, hot hits, aggro berlin, celtic spirit vol 7, soul cargo, the welcome committee, es lebe der punk, aggro, mimicking birds, liturgic, miroque, tejano, devotional, alirio diaz, jucanto, educacion, liz, liz andrade, andrade, old skool of rock disc 1, vera kaa, sunshine, release, 1 16 217528 150 13231 25894 39556 62358 75112 86121 96491 108473 122788 134485 144086 155376 166189 186497 197822, marilyn manson, cobles, kinderchore, die drei, sonic seducer cold hands vi, andre powels, zero t 51, hillbilly, tunguska chillout grooves, birthday, label as artist, foreign language, andrew york, fjord, we ll never stop living this way a ghostly primer, fuzzy artist, shwetabh sucks, glass, dedicated to you vol 1, mega, piosenka poetycka muzyka autorska, adam beyer, billboard 1 hits, r&b, pzzqxnzt6snn ekrngheoblbupu-, dont rate the va artist ffs what, 50cents, breakout artists, stop using this for artist credits you are to lazy to look-up",185
indonesian pop,184
"indonesian indie, indonesian pop",182
"banda, baroque, british, british composer, classical, composer, corrido, corridos belicos, corridos tumbados, english, musica mexicana, opera, production music, sad sierreno, sierreno, uk",181
"alternative, atlantico, barranquilla, classic pop and rock, colombia, colombian, dance-pop, electropop, latin, latin pop, merengue, nuno, pop, pop rock, rock, spanish",181
"latin, reggaeton, urbano latino",181
"t-pop, turkish, turkish pop",181
"2010s, dance-pop, ed sheeran does not make sillyname tracks ಠ ಠ, folk, folk pop, gradually watermelon, guitarist, music for soccer moms, persian pop, pop, pop rap, pop soul, rapper, singer, singer-songwriter, singer",180
"songwriter, soft pop, uk",180
"dancehall, deutschrap, german hip hop, hip hop",180
epadunk,180
"pagode, samba",177
"gangsta rap, hip hop, pop rap, southern hip hop, trap",176
"hip hop, pop rap, rap",176
"c-pop, mandopop, taiwanese pop",175
"battle rap, deutschrap, gangsta rap, german, german hip hop, hip hop, rap, rapping",175
disco polo,174
"french rap, hip hop, pop urbaine, trap",173
"brazilian hip hop, brazilian trap, trap, trap funk",172
"rock, trance, electronic, classical, pop, special purpose artist, jungle, fixme, instrumental, chillout, ambient, rap, jazz, folk, punk, metal, meta artist, blues, punk rock, ska, pop-rock, experimental, new wave, electro, hip hop, bluegrass, reggae, rockabilly, country, world, tango, goth, opera, fusion, indie, kpop, compilation, new age, eurodance, psytrance, lounge, blues rock, country rock, classic, fix me, christmas, folklore, soft rock, rock and roll, progressive trance, popular, latin, musical, psychobilly, live, drum bass, club, chicago, choral, meditation, japan, ost, basque, espanol, mashup, candombe, beethoven, michael jackson, trikitixa, ultimate love songs greatest love of all disc 1, orthodox, nederlands, calypso, ragga, alternative pop ballad club dance electro france chanson german trance hip-hop rnb rock music soul vocal house, unknown, full of fail tags, nox, wireharp, bareto, sprechgesang, mohsen namjoo, frederic chopin, klaus baumgart, mess, ibiza, musica, various artists, healing sixes, la grande sophie, berlin school, 嫌われ松子の歌たち, z103 5 street mix 2k7, john coltrane, binaural beats, hemi-sync, artist, venezolana, niroshima, nitzer ebb, bioshock soundtrack, shankar jaikishan, visions, gerard palaprat, local music of iran, mary j blige, bravo hits, fix your tags, infantil, razieq, rhythm del mundo, http musicbrainz org release-group b2aa521d-001b-34ad-a5e9-ca310e55b254 html, dresch, africa middle east, montuno, more 70, backstreet boys, classique, 80 s fresh new, ussr ministry of culture chamber choir, classwar karaoke, josquin, elc chritmas, futebol, gospel religious, various, armin van buuren, tags, kinderliedjes kapiteinwinokio humo, absolute reggae, hot hits, celtic spirit vol 7, soul cargo, the welcome committee, es lebe der punk, mimicking birds, liturgic, miroque, tejano, devotional, alirio diaz, jucanto, educacion, liz, liz andrade, andrade, old skool of rock disc 1, vera kaa, sunshine, release, 1 16 217528 150 13231 25894 39556 62358 75112 86121 96491 108473 122788 134485 144086 155376 166189 186497 197822, marilyn manson, cobles, kinderchore, die drei, sonic seducer cold hands vi, andre powels, zero t 51, hillbilly, tunguska chillout grooves, birthday, label as artist, foreign language, andrew york, fjord, we ll never stop living this way a ghostly primer, fuzzy artist, shwetabh sucks, glass, dedicated to you vol 1, mega, piosenka poetycka muzyka autorska, adam beyer, billboard 1 hits, r&b, pzzqxnzt6snn ekrngheoblbupu-, dont rate the va artist ffs what, 50cents, breakout artists, stop using this for artist credits you are to lazy to look-up",172
"make. ffs!, apparently people are unable to comprehend what various artists is, pavarotti, desperado, grase, 101 moments in music, greatest ever! punk & new wave: the definitive collection, los 24 grandes exitos de la zarzuela, volkstumliche musik, papeete, 2014, fix, zweiohr, likedis auto, ultimatecore, a crooner collection, lil eazy-e, http:",172
"banda, corrido, corrido tumbado, corridos belicos, corridos tumbados, electro corridos, musica mexicana, regional mexicano, sad sierreno, sierreno, trap latino",170
"make, [various artists], f to the i to the x to the m to the e, do not using this for artist credits, you do realise that every time you downvote a fixme-tag below 0 i unvote it and that tag now permanently stays in the expanded list?, kindly fix, kindly fixme, please rename to [various artists], dont tag or rate the various artist, ncs, 21 throwback jams, acoustic best, legion of von, my sharona, cdx, 5099265803, experience the classics, absolute voices, ƒk₷m€, fixme, oldest artist rowid, fix‌me, bring up on-par with the other spas and put this in brackets, i give up on the immature people in the tags here., please consider not using this for artist credits, m‌ess, number 1, driven by 80s anthems, to the guy that keeps downvoting *every* tag on the va artist, every-time you and others downvote. it registers in your tags. then i remove my vote. presto! youre the only one keeping it here!, put in brackets, hollywood hits, new generations, new generations philip glass, compilatie, celtic celebration, leaving on a jet plan, bflaminio, ronak bhatt, special purpose, dfree843, cdnnnow128, tag spam, va-we were first-180 hits in their original versions (2014), boot land, s.a. souvenirs",170
"reggaeton, latin, latin urban, reggaeton, reggaeton, urbano latino",169
"terf, queerphobe, fascist, has german audiobooks, uk, deu, english, british, author, non-musician, transphobe, audiobook, fantasy",169
"2010s, ag4, awful, blue-eyed soul, contemporary r&b, dance-pop, electro house, electropop, english, female vocals, nuno, pop, pop soul, r&b, trap, trap soul",168
"english, hip hop, lil baby, rap, southern hip hop, trap",168
"latin urban, latin, reggaeton, reggaeton, latin",168
"v-pop, vietnam indie, vietnamese hip hop, vinahouse",167
"bhangra, punjabi hip hop, punjabi pop",167
"drill, turkish hip hop",166
"1970s, 1980s, 70s, 80s, alternative, art rock, britain, british, contemporary, dissolved, english, gb, glam, great britain, indie, mizrahi, new romantic, new wave, pop, pop rap, post-punk, punk, punk rock, rock, rock and indie, uk, united kingdom",166
"latin, latin pop, reggaeton",165
"2010s, a filk artist, cousin in trinidad wont get the vaccine, east coast hip hop, electronic, hip hop, hip-hop, late 2000s, pop, pop rap, queen of rap, r&b, rap, relic inn",162
"hip hop, pop rap, trap",162
"british, classic pop and rock, reggaeton, scotland, scottish, trap, trap latino, uk",161
"latin pop, pop soul, reggaeton, latin, anitta, teen pop, pop, funk, brazilian pop, funk pop, brazilian funk, funk carioca",160
"rock, progressive rock, psychedelia, psychedelic, psychedelic pop, psychedelic rock, psychedelic",160
"classical, european, german hip hop, italian, italian tenor, opera, tenor",160
"3 step, afropiano, amapiano, gqom, private school piano",159
"2010s, 2020s, contemporary r&b, country, english, hip hop, pop rap, trap",158
"colombian pop, latin, latin pop, pop urbano, reggaeton",158
"english, hip hop, melodic rap, rap, relic inn, trap",158
"kizomba, kompa, kuduro, zouk",158
"french hip hop, french r&b, french rap, gangsta rap, hip hop, pop urbaine, rap, rap fr",157
"bulgarian, drill, hip hop, hip-hop, pop, pop rap, trap",157
"country, country pop, racist",156
"trap latino, urbano latino",156
"songwriter, pop",156
"norwegian hip hop, norwegian pop, russelater",156
"afro adura, afrobeat, afrobeats, afropiano, afropop",156
"2000s, 2010s, 2020s, actress, adult contemporary, alternative r&b, american, art pop, businesswoman, contemporary pop, contemporary r&b, country, cultural icon, dance, dance-pop, dancer, director, disco, electropop, funk, grammy winner, hard rock, hip hop, hip hop rnb and dance hall, house, icon, mbs-333, moombahton, nuno, philanthropist, pianist, pop, pop rap, pop rock, pop soul, progressive house, r&b, rap, rnb, singer-songwriter, singer",154
"songwriter, soul, vocalist",154
"pop, rap, dance, house, american, vocalist, singer-songwriter, hip hop, hard rock, funk, country, actress, soul, electropop, disco, rnb, pianist, americana, director, icon, 2000s, dance-pop, adult contemporary, pop rock, pop rap, progressive house, dancer, hip hop rnb and dance hall, pop soul, grammy winner, r&b, singer",154
"songwriter, contemporary r&b, 2010s, mbs-333, art pop, alternative r&b, moombahton, contemporary pop, 2020s, nuno, cultural icon, businesswoman, philanthropist",154
"french r&b, french rap, hip hop, pop rap, pop urbaine, rap, rap fr, trap",153
"rock, rare, rock, roots rock, singer-songwriter, singer",152
"1, 1960s, 60s, 80s, a filk artist, abbey road, adult alternative pop rock, art pop, art rock, baroque pop, bbc, beat, beat music, blues rock, boys band, british, british invasion, british psychedelia, british rhythm & blues, britpop, classic pop and rock, classic rock, classical pop, english, europe, europop, experimental, experimental rock, favoritos, film soundtrack, folk pop, folk rock, folk-rock, get back, hair metal, hard rock, heavy metal, indie rock, instrumental pop, liverpool, mainstream rock, male vocalists, merseybeat, one beatles, orchestral, orchestral pop, overrated, parlophone, pop, pop rock, pop-metal, pop-rock, pop",152
"bachata, latin, musica tropical",152
"dangdut, sholawat",152
"afro r&b, afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, pop, tryt",152
"afrobeats, afrobeat, tryt, pop, afropop, afrobeats, afrobeat, afropop, azonto, afroswing, afro r&b, afropiano",152
"manele, romanian, romanian singer",152
"c-pop, chinese r&b, mandopop, taiwanese pop",151
"2000s, 2010s, as jailed, chopped and screwed, contemporary r&b, criminal, gangsta rap, hip hop, hip hop rnb and dance hall, lil wayne, pop, pop rap, r&b, rap, rap rock, relic inn, rock, southern hip hop, trap",150
