Genres,GenreCount,TrackCount
"2010s, adult contemporary, automod ng, dance, dance-pop, electropop, fixme label mess, funk rock, late 2000s, music for soccer moms, pop, pop rock, pop | alternative r&b, american, chillwave, contemporary r&b, electronic, hip hop soul, neo soul, pop, r&b | rock, rock, rock and indie, slow pop",3,1
"2010s, adult contemporary, automod ng, dance, dance-pop, electropop, fixme label mess, funk rock, late 2000s, music for soccer moms, pop, pop rock, pop | alternative hip hop, boom bap, conscious hip hop, experimental hip hop, funk, gangsta rap, hardcore hip hop, hip hop, jazz rap, neo soul, political hip hop, pop, pop rap, r&b, rap, relic inn, trap, west coast hip hop | rock, rock, rock and indie, slow pop",3,1
"2010s, adult contemporary, automod ng, dance, dance-pop, electropop, fixme label mess, funk rock, late 2000s, music for soccer moms, pop, pop rock, pop | k-pop, dance-pop, hip hop | pop rock, j-pop, anime, j-rock, k-pop | rock, rock, rock and indie, slow pop",4,1
"2010s, adult contemporary, automod ng, dance, dance-pop, electropop, fixme label mess, funk rock, late 2000s, music for soccer moms, pop, pop rock, pop | 2020s, cloud rap, death by murder, emo rap, english, hip hop, look again, melodic rap, rap, trap, usa | rock, rock, rock and indie, slow pop",3,1
"2000s, 2010s, as jailed, chopped and screwed, contemporary r&b, criminal, gangsta rap, hip hop, hip hop rnb and dance hall, lil wayne, pop, pop rap, r&b, rap, rap rock, relic inn, rock, southern hip hop, trap | 2010s, adult contemporary, automod ng, dance, dance-pop, electropop, fixme label mess, funk rock, late 2000s, music for soccer moms, pop, pop rock, pop | rock, rock, rock and indie, slow pop",3,1
"french pop | pop, rock",2,1
"2010s, 2020s, ambient house, art pop, avant-garde pop, bubblegum bass, bubblegum pop, dance-pop, deconstructed club, electro, electroclash, electronic, electropop, europop, experimental hip hop, experimental pop, glitch, hyperpop, pc music, pop, pop punk, pop rock, synth-pop, synthpop, trance, uk | rock, british, singer-songwriter, uk, welsh, art rock, drone, baroque pop, experimental rock, protopunk, classic pop and rock, proto-punk, minimalism, modern classical, art pop, avant-garde pop, art rock, baroque pop, proto-punk, singer-songwriter | trance, electronic, synthpop, pop, electro, uk, synth-pop, electropop, glitch, dance-pop, experimental pop, pop rock, pop punk, europop, ambient house, electroclash, experimental hip hop, 2010s, bubblegum pop, bubblegum bass, pc music, deconstructed club, avant-garde pop, hyperpop, 2020s, hyperpop, art pop",3,1
"2010s, 2020s, ambient house, art pop, avant-garde pop, bubblegum bass, bubblegum pop, dance-pop, deconstructed club, electro, electroclash, electronic, electropop, europop, experimental hip hop, experimental pop, glitch, hyperpop, pc music, pop, pop punk, pop rock, synth-pop, synthpop, trance, uk | electropop, former musician, indie pop, indie rock, pop, synthpop | trance, electronic, synthpop, pop, electro, uk, synth-pop, electropop, glitch, dance-pop, experimental pop, pop rock, pop punk, europop, ambient house, electroclash, experimental hip hop, 2010s, bubblegum pop, bubblegum bass, pc music, deconstructed club, avant-garde pop, hyperpop, 2020s, hyperpop, art pop",3,1
"2010s, 2020s, ambient house, art pop, avant-garde pop, bubblegum bass, bubblegum pop, dance-pop, deconstructed club, electro, electroclash, electronic, electropop, europop, experimental hip hop, experimental pop, glitch, hyperpop, pc music, pop, pop punk, pop rock, synth-pop, synthpop, trance, uk | alternative pop, art pop, avant-garde pop, electronic, pop, synth-pop | trance, electronic, synthpop, pop, electro, uk, synth-pop, electropop, glitch, dance-pop, experimental pop, pop rock, pop punk, europop, ambient house, electroclash, experimental hip hop, 2010s, bubblegum pop, bubblegum bass, pc music, deconstructed club, avant-garde pop, hyperpop, 2020s, hyperpop, art pop",3,1
"2010s, 2020s, ambient house, art pop, avant-garde pop, bubblegum bass, bubblegum pop, dance-pop, deconstructed club, electro, electroclash, electronic, electropop, europop, experimental hip hop, experimental pop, glitch, hyperpop, pc music, pop, pop punk, pop rock, synth-pop, synthpop, trance, uk | 2010s, alternative pop, alternative r&b, art pop, dance-pop, folk pop, indie pop, indietronica, new zealand, nuno, pop, singer-songwriter, synth-pop, synthpop, uk garage | trance, electronic, synthpop, pop, electro, uk, synth-pop, electropop, glitch, dance-pop, experimental pop, pop rock, pop punk, europop, ambient house, electroclash, experimental hip hop, 2010s, bubblegum pop, bubblegum bass, pc music, deconstructed club, avant-garde pop, hyperpop, 2020s, hyperpop, art pop",3,1
"dancehall, ragga, reggae, riddim, shatta, soca | hip hop, nuno, pop, pop rap, r&b, rap, trap, west coast hip hop",2,1
"criminal, hip hop, rap, rapper, southern hip hop, trap | hip hop, nuno, pop, pop rap, r&b, rap, trap, west coast hip hop",2,1
"hip hop, nuno, pop, pop rap, r&b, rap, trap, west coast hip hop | hip hop, pop rap, trap",2,1
"alternative r&b, trap soul | hip hop, nuno, pop, pop rap, r&b, rap, trap, west coast hip hop",2,1
"english, hip hop, pop rap, rap | hip hop, nuno, pop, pop rap, r&b, rap, trap, west coast hip hop",2,1
"hip hop, nuno, pop, pop rap, r&b, rap, trap, west coast hip hop | hip hop, rapper, southern hip hop, trap",2,1
"afro r&b, afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, pop, tryt | afrobeats, afrobeat, tryt, pop, afropop, afrobeats, afrobeat, afropop, azonto, afroswing, afro r&b, afropiano | hip hop, pop rap, southern hip hop, trap",3,1
"2010s, 2020s, alternative r&b, canadian hip hop, contemporary r&b, cotm candidate, hardcore hip, hardcore hip hop, hip hop, hip-hop, lesbian, luxury rap, pedophilia, pop, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap | english, hip hop, melodic rap, rap, relic inn, trap | hip hop, pop rap, southern hip hop, trap",3,1
"english, experimental hip hop, hip hop, pop rap, rap, relic inn, southern hip hop, trap, travis scott | hip hop, pop rap, southern hip hop, trap",2,1
"english, hip hop, lil baby, rap, southern hip hop, trap | english, hip hop, melodic rap, rap, relic inn, trap | hip hop, pop rap, southern hip hop, trap",3,1
"chicago drill, drill, hip hop, trap | hip hop, pop rap, southern hip hop, trap",2,1
"2010s, 2020s, gangsta rap, hip hop, mumble rap, pop rap, relic inn, southern hip hop, trap | hip hop, pop rap, southern hip hop, trap",2,1
"afrobeats, dancehall, drill | hip hop, pop rap, southern hip hop, trap | spike, traditional music",3,1
"english, experimental hip hop, hip hop, pop rap, rap, relic inn, southern hip hop, trap, travis scott | english, hip hop, melodic rap, rap, relic inn, trap | hip hop, pop rap, southern hip hop, trap",3,1
"afro r&b, afrobeat, afrobeats, afropiano, afropop, alte, amapiano | afrobeat, afrobeats, traditional music | hip hop, pop rap, southern hip hop, trap",3,1
"dancehall, afrobeats, reggae, afrobeat | hip hop, pop rap, southern hip hop, trap",2,1
"afrobeat, afrobeats, traditional music | hip hop, pop rap, southern hip hop, trap",2,1
"hip hop, hip hop rnb and dance hall, pop rap, rap | hip hop, pop rap, southern hip hop, trap",2,1
"alternative r&b, canadian hip hop, hip hop, melodic rap, pop rap, trap | chicago drill, drill, english, hip hop, pop rap, rap, trap | english, hip hop, lil baby, rap, southern hip hop, trap | hip hop, pop rap, southern hip hop, trap",4,1
"2010s, 2020s, cloud rap, east coast hip hop, emo rap, hip hop, melodic rap, pop rap, rage, trap | hip hop, pop rap, southern hip hop, trap",2,1
"blackgaze, cloud rap, english, experimental hip hop, hip hop, plugg, rage, rage rap, rap, rock, southern hip hop, trap | hip hop, pop rap, southern hip hop, trap",2,1
"alternative r&b, canadian hip hop, hip hop, melodic rap, pop rap, trap | english, experimental hip hop, hip hop, pop rap, rap, relic inn, southern hip hop, trap, travis scott | hip hop, pop rap, southern hip hop, trap",3,1
"2010s, a filk artist, cousin in trinidad wont get the vaccine, east coast hip hop, electronic, hip hop, hip-hop, late 2000s, pop, pop rap, queen of rap, r&b, rap, relic inn | 2010s, contemporary r&b, dance, dance-pop, electropop, english, pop, r&b, rock | alternative r&b, english, hip hop, r&b, rap, trap soul",3,1
"2010s, a filk artist, cousin in trinidad wont get the vaccine, east coast hip hop, electronic, hip hop, hip-hop, late 2000s, pop, pop rap, queen of rap, r&b, rap, relic inn | 2010s, criminal, dirty south, hardcore hip hop, hip hop, lol, rap, sort me out, southern hip hop, trap",2,1
"2010s, a filk artist, cousin in trinidad wont get the vaccine, east coast hip hop, electronic, hip hop, hip-hop, late 2000s, pop, pop rap, queen of rap, r&b, rap, relic inn | drill, east coast hip hop, hip hop, jersey club, jersey drill, pop rap, trap",2,1
"2010s, a filk artist, cousin in trinidad wont get the vaccine, east coast hip hop, electronic, hip hop, hip-hop, late 2000s, pop, pop rap, queen of rap, r&b, rap, relic inn | hip hop, southern hip hop, trap",2,1
"2010s, a filk artist, cousin in trinidad wont get the vaccine, east coast hip hop, electronic, hip hop, hip-hop, late 2000s, pop, pop rap, queen of rap, r&b, rap, relic inn | barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, female vocal, hip hop, icon, influential pop star, pop, pop and chart, pop culture, pop soul, pop star, r&b, reggae, rehab, rihanna, rnb",2,1
"2000s, 2010s, as jailed, chopped and screwed, contemporary r&b, criminal, gangsta rap, hip hop, hip hop rnb and dance hall, lil wayne, pop, pop rap, r&b, rap, rap rock, relic inn, rock, southern hip hop, trap | 2000s, 2010s, blacklist, abuser, american, anti vax, contemporary r&b, dance, dance-pop, electro house, electropop, hip hop, hip hop rnb and dance hall, hip-hop, misogynist, pop, pop rap, r&b, relic inn, rnb, trap, wifebeater, ya man aint me (produced by the.mp3 | 2010s, 2020s, alternative r&b, canadian hip hop, contemporary r&b, cotm candidate, hardcore hip, hardcore hip hop, hip hop, hip-hop, lesbian, luxury rap, pedophilia, pop, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap | 2010s, a filk artist, cousin in trinidad wont get the vaccine, east coast hip hop, electronic, hip hop, hip-hop, late 2000s, pop, pop rap, queen of rap, r&b, rap, relic inn",4,1
"2010s, 2020s, cloud rap, east coast hip hop, emo rap, hip hop, melodic rap, pop rap, rage, trap | 2010s, a filk artist, cousin in trinidad wont get the vaccine, east coast hip hop, electronic, hip hop, hip-hop, late 2000s, pop, pop rap, queen of rap, r&b, rap, relic inn | contemporary r&b, film soundtrack, funk, grammy winner, pop, pop soul, rhythm & blues, rock and indie, soul",3,1
"2010s, a filk artist, cousin in trinidad wont get the vaccine, east coast hip hop, electronic, hip hop, hip-hop, late 2000s, pop, pop rap, queen of rap, r&b, rap, relic inn | alternative r&b, contemporary r&b, pop rap, soul, wonky",2,1
"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop | 2010s, big room, big room house, dance-pop, dutch house, edm, electro house, electronic, eurodance, house, progressive house, radioman | contemporary r&b, dance, dance-pop, electro house, electropop, hip hop, hip hop rnb and dance hall, hip house, pop rap | electronic, house, eurodance, dance-pop, progressive house, electro house, big room, 2010s, radioman, big room house, dutch house, edm, big room | latin dance",5,1
"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop | rock, alternative rock, american, singer-songwriter, indie rock, country, folk rock, americana, alternative country, roots rock, english",2,1
"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop | american, bachata, ballad, latin, latin pop, merengue, pop, rock, salsa",2,1
"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop | axe, brazilian pop | contemporary r&b, dance, dance-pop, electro house, electronic, latin, latin pop, pop, pop and chart, pop rap, reggaeton",3,1
"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop | big room, bounce, edm, electro house, melbourne bounce",2,1
"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop | a filk artist, dance, dance-pop, electro, electronic, electropop, film soundtrack, happy, hip hop, hip hop rnb and dance hall, hip house, hip-hop, not acoustic, not aggressive, not relaxed, not sad, party, pop, pop rap, rap, southern hip hop | dance-pop, electro swing, nu-disco, pop rap",3,1
"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop | acoustic rock, american, aor, arena rock, band, bon jovi, classic rock, country rock, estados unidos, glam metal, glam rock, hard fm, hard rock, heartland rock, heavy metal, mainstream rock, metal, pop and chart, pop rock, rock, soft rock, usa",2,1
"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop | adult contemporary, ballad, dance, dance-pop, electro house, electropop, european, latin, latin pop, nepo baby, pop, pop and chart, reggaeton, spanish | cumbia, dance, latin, merengue, reggaeton",3,1
"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop | contemporary r&b, electropop, hip hop, pop, pop rap, rap, soul and reggae, southern hip hop | dance-pop, dancehall, electropop, gg, hip hop, hip hop rnb and dance hall, pop, pop reggae, r&b, ragga, reggae, reggaeton, rnb",3,1
"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop | hip hop | rock, american, blues, funk, blues rock, rock and roll, electric blues, rock and indie, death by heart failure, r&b, rock & roll, rhythm & blues, 2008 universal fire victim",3,1
"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop | a filk artist, dance, dance-pop, electro, electronic, electropop, film soundtrack, happy, hip hop, hip hop rnb and dance hall, hip house, hip-hop, not acoustic, not aggressive, not relaxed, not sad, party, pop, pop rap, rap, southern hip hop | cumbia, dance, latin, merengue, reggaeton",3,1
"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop | contemporary r&b, hip hop, pop, pop rap, pop soul, producer tag-pharrell, soul",2,1
"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop | bachata, cubaton, latin, reggaeton, salsa",2,1
"kuduro, portuguese hip hop | rock, art pop, avant-garde pop, server name, killed by 2016!, permanent wave, aln-sh, rock musicians, arrangers, sound recording executives and producers, glam rock music, glam rock musicians, kizomba, zouk | rock, electronic, pop, alternative rock, 80s, experimental, british, singer-songwriter, new wave, uk, britannique, funk, alternative, soul, glam rock, art rock, classic rock, psychedelic pop, experimental rock, pop rock, blue-eyed soul, english, rock music, composers, classic pop and rock, singers, actors, post-disco, death by liver cancer, pop",3,1
"1990s, 2 pac, 2008 universal fire victim, 90s, above the rim, american, conscious hip hop, death by gun, death by murder, eastcoast killa, g-funk, gangsta rap, gangster rap, hip hop, hip hop rnb and dance hall, hip-hop, old school hip hop, political hip hop, pop rap, temor a la muerte, unil the end of time, west coast hip hop, west coast hip-hop | 2008 universal fire victim, american, contemporary christian, criminal, g-funk, gangsta rap, gangster rap, hip hop, hip hop rnb and dance hall, hip-hop, kevin haden, old school hip hop, pro trump, rap, reggae, relic inn, west coast hip hop, west coast hip-hop | death by stroke, g-funk, hip hop, old school hip hop, r&b, rap, snoop dogg, soul, west coast hip hop | g-funk, gangster rap, hip hop, hyphy, old school hip hop, west coast hip hop",4,1
"edm, electro house, electronic, electronic dance, house, mashup, pro trump, progressive house",1,1
"2000s, 2008 universal fire victim, criminal, east coast hip hop, english, gangsta rap, gangster rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, hip-hop | jungle, drum and bass, uk | rap, old school hip hop, pop rap, rap, relic inn, seen live",3,1
"chiwawa, band, music, song, track, montreal, canada, alternative, indie, rock, electro, video, pop, single, album, lyrics, photo, picture, image, concert, live, promo, gig, show, j-r&b | hyperpop",2,1
"2008 universal fire victim, aa0003000, american, classic pop and rock, death by heart attack, dixieland, easy listening, gospel, jazz, khaleeji, pop, sm, swing, traditional pop, vocal jazz",1,1
"alternative rock, cantonese, cantopop, chinese, pop rock, progressive house, progressive trance, rock, trance, 乐队组合 | indie folk, singer-songwriter, rock and indie, rock, indie rock, folk",2,1
"2010s, 2020s, afro fusion, afro r&b, afro soul, afro-pop, afrobeat, afrobeats, afropiano, afropop, afroswing, alte, contemporary african, highlife | afro adura, afro r&b, afrobeat, afrobeats, afropiano, afropop, afroswing, amapiano, azonto, pop rap",2,1
"folk pop, manele | manele, romani, romanian, romanian singer",2,1
"afro house, melodic house, melodic techno | afro house, melodic house, melodic techno, techno",2,1
"nasheed, sholawat",1,1
"discogs, egyptian pop, egyptian shaabi, khaleeji, mahraganat | egyptian pop, egyptian shaabi, khaleeji, mahraganat | egyptian pop, mahraganat, egyptian shaabi",3,1
"anime, j-pop | pop, alternative rock, j-pop, pop rock, chamber pop, anime, j-pop",2,1
"opm, p-pop, pop",1,1
"2000s, reggae-pop, dangerous, senegalese-american, contemporary r&b, dance-pop, american, hip hop rnb and dance hall, electropop, hip hop, r&b, pop rap, pop | classic pop and rock, hip hop, hip hop rnb and dance hall, hip-hop, r&b, reggae",2,1
"egyptian pop, egyptian shaabi, mahraganat | egyptian pop, khaleeji",2,1
"malayalam hip hop, indian indie, malayalam pop, mollywood | rock, pop, blues, british, uk, reggae, hard rock, britannique, country, rnb, psychedelic rock, blues rock, classic rock, album rock, psychedelic pop, pop rock, british invasion, rock and roll, roots rock, english, live, greatest hits, classic pop and rock, merseybeat, the-rolling-stones, mainstream rock, mick jagger, rock & roll, dance-rock, rhythm & blues, essentials, british rhythm & blues, some girls, beat music, strictly stereo 1964-1969, reino unido, desi hip hop, indian indie, hindi indie, hindi hip hop, malayalam hip hop | tamil indie",3,1
"brazilian hip hop, brazilian trap, trap, trap funk | brazilian trap, trap | dangdut, sholawat",3,1
"brazilian hip hop, brazilian trap, trap, trap funk | brazilian trap, trap, brazilian hip hop, trap funk | dangdut, sholawat",3,1
"electronic, breakcore, instrumental, ambient, experimental, british, idm, uk, techno, electronica, breakbeat, producer, musician, electroacoustic, ambient techno, glitch, english, warp, remixer, drill and bass, rock and indie, modern classical, braindance, experimental electronic, acid techno, progressive techno, aphex twin, bleep techno, acid breaks, server name, organic house, afro house, tribal house, afro tech, latin house",1,1
"brazilian gospel, childrens music, f802f6ae-7133-41d6-b0bb-c7acafb22636, gospel, lullaby, pentecostal, worship",1,1
oyun havası | turkish hip hop,2,1
"rock, 80s, 90s, british, uk, hard rock, classic rock, aor, 00s, dark r&b",1,1
"1 16 217528 150 13231 25894 39556 62358 75112 86121 96491 108473 122788 134485 144086 155376 166189 186497 197822, 101 moments in music, 2001 space odyssey, 2014, 2017, 21 throwback jams, 5099265803, 50cents, 80 s fresh new, [various artists], a crooner collection, absolute reggae, absolute voices, acoustic best, adam beyer, africa middle east, alirio diaz, alternative pop ballad club dance electro france chanson german trance hip-hop rnb rock music soul vocal house, ambient, andrade, andre powels, andrew york, apparently people are unable to comprehend what various artists is, armin van buuren, artist, backstreet boys, bareto, basque, beethoven, berlin school, bflaminio, billboard 1 hits, binaural beats, bioshock soundtrack, birthday, bluegrass, blues, blues rock, boot land, bravo hits, bravo hits 82, breakout artists, bring up on-par with the other spas and put this in brackets, c-pop, calypso, candombe, cantopop, casanovas, cdnnnow128, cdx, celtic celebration, celtic spirit vol 7, chicago, chillout, choral, christmas, classic, classical, classique, classwar karaoke, club, cobles, compilatie, compilation, country, country rock, dedicated to you vol 1, desperado, devotional, devotional buddhist chants, dfree843, die drei, do not using this for artist credits, don t rate the va artist, don t tag the va artist (yes i am aware of this irony), don t use this for artist credits you are to lazy to look-up | 734011.jpg, i give up on the immature people in the tags here., ibiza, indie, infantil, instrumental, japan, jazz, john coltrane, josquin, jucanto, jungle, kinderchore, kinderliedjes kapiteinwinokio humo, kindly fix, kindly fixme, klaus baumgart, kpop, la grande sophie, label as artist, latin, leaving on a jet plan, legion of von, likedis auto, lil eazy-e, liturgic, live, liz, liz andrade, local music of iran, loosers that downvote fixmetags are ..., los 24 grandes exitos de la zarzuela, lounge, marilyn manson, mary j blige, mashup, meditation, mega, megafixme, mess, mess mess, mess mess mess, messy tags, meta artist, metal, michael jackson, mimicking birds, miroque, mohsen namjoo, montuno, more 70, musica, musical, my sharona, m‌ess, ncs, nederlands, new age, new generations, new generations philip glass, new wave, niroshima, nitzer ebb, no matter how long you keep voting down the fixme tag i will fight you. this should be fixed, no this is still a mess, nox, number 1, old skool of rock disc 1, oldest artist #1, oldest artist rowid, opera, orthodox, ost, papeete, pavarotti, piosenka poetycka muzyka autorska, please consider not using this for artist credits, please fix, please rename to [various artists], pop, pop-rock, popular, practically all these tags are fail, progressive trance, psychobilly, psytrance, punk, punk rock, put in brackets, pzzqxnzt6snn ekrngheoblbupu-, r&b, ragga, rap, razieq, reggae, release, rename into [various artists], rhythm del mundo, rock, rock and roll, rockabilly, ronak bhatt, s.a. souvenirs, shankar jaikishan, shine 4, shwetabh sucks, ska, soft rock, sonic seducer cold hands vi, soul cargo, special purpose, special purpose artist, sprechgesang, still a mess, stop using this for artist credits period!, stop using this for artist credits you are to lazy to look-up | 734500 | celtic, folk | cover | make, dont rate the va artist, dont rate the va artist ffs what, dont tag or rate the various artist, dont tag the va artist, dont tag the va artist wtf, dont use this for artist credits you are to lazy to look-up | make, dresch, driven by 80s anthems, drum bass, educacion, elc chritmas, electro, electronic, es lebe der punk, espanol, eurodance, every-time you and others downvote. it registers in your tags. then i remove my vote. presto! youre the only one keeping it here!, experience the classics, experimental, f to the i to the x to the m to the e, faaaaaail, fail tags, failtags, fix, fix me, fix mess, fix tags, fix your tags, fixme, fix‌me, fjord, folk, folklore, foreign language, frederic chopin, full of fail tags, fusion, futebol, fuzzy artist, glass, gospel religious, goth, grase, greatest ever! punk & new wave: the definitive collection, groom to the gallows, gerard palaprat, has german audiobooks, healing sixes, hemi-sync, hillbilly, hip hop, hollywood hits, hot hits, http musicbrainz org release-group b2aa521d-001b-34ad-a5e9-ca310e55b254 html, http: | make, stop using this for artist credits you are to lazy to look-up | make. ffs!, stop using this for artist credits you are to lazy to look-up | make. srsly, sunshine, tag spam, tagmess, tags, tagsmess, tango, tejano, the welcome committee, to the guy that keeps downvoting *every* tag on the va artist, trance, trikitixa, tunguska chillout grooves, ultimate love songs greatest love of all disc 1, ultimatecore, unknown, ussr ministry of culture chamber choir, va-we were first-180 hits in their original versions (2014), various, various artist | not *every* artist, various artists, venezolana, vera kaa, visions, volkstumliche musik, we ll never stop living this way a ghostly primer, why are you downvoting the mess tag? it is a mess!, why are you voting down tags that explain stuff, wireharp, world, you *should* fix your tags, you do realise that every time you downvote a fixme-tag below 0 i unvote it and that tag now permanently stays in the expanded list?, z103 5 street mix 2k7, zero t 51, zweiohr, ƒk₷m€, мелодии рождества, fixme, 嫌われ松子の歌たち | www.musik-sammler.de",12,1
"alternative, atlantico, barranquilla, classic pop and rock, colombia, colombian, dance-pop, electropop, latin, latin pop, merengue, nuno, pop, pop rock, rock, spanish | latin pop, pop soul, reggaeton, latin, anitta, teen pop, pop, funk, brazilian pop, funk pop, brazilian funk, funk carioca",2,1
"private tag 1, ambient, anime, indietronica, j-pop, modern classical, pop, rock",1,1
"k-pop, dance-pop, hip hop | melodic house, melodic techno, stutter house, techno | pop rock, j-pop, anime, j-rock, k-pop",3,1
"melodic house, melodic techno, stutter house, techno | melodic house, melodic techno, techno",2,1
"alternative metal, cello, cello metal, cello rock, chamber, cover, coverartist, finnish, helsinki, instrumental, instrumental rock, metal, neoclassical metal, seen live, suomi, symphonic, symphonic metal, symphonic | heavy-metal",2,1
"cape jazz, avant-garde jazz, free jazz, jazz, dancehall | dancehall",2,1
"alternative r&b, dark r&b, r&b",1,1
"afro r&b, afro soul | bass house | jazz, american, bebop, latin jazz",3,1
"afro adura, afrobeat, afrobeats, afropiano, afropop | afro-fusion",2,1
"afro house, house, afro tech | funkot, breakbeat",2,1
"hip hop, french rap, french r&b | rap ivoire, coupe decale",2,1
"audio drama, audiobook, has german audio plays, has german audiobooks | rock, jazz, pop rock, classic pop and rock",2,1
"karadeniz folk, t-pop, turkish pop",1,1
"00s, 70s, 80s, 90s, american, americain, anniversary, bongo flava, contemporary r&b, dance, dance-pop, dance-rock, film soundtrack, funk, funk rock, james scutt, minneapolis sound, neo-psychedelia, pop, pop and chart, pop rock, pop soul, pop | afrobeat, afrobeats, afropop, american, blues, bongo flava, christmas music, disco, film soundtrack, funk, gengetone, rhythm & blues, rhythm and blues, rnb, rock and indie, soul | rock, pretzelbodylogic, prince revolution, psychedelic pop, psychedelic soul, punk, r&b, robin, rock, server name, singeli, soul, synth funk, usa",3,1
"kizomba | shatta, dancehall",2,1
"hip hop, nu metal, pop rap, rap rock, hip hop rnb and dance hall, hardcore hip hop, pro trump | manele | manele, trap | romanian, romanian singer",4,1
slovenian,1,1
"islande, islandais, iceland, icelandic, qi-patronymic",1,1
"boom bap, brazilian hip hop | brazilian hip hop, boom bap",2,1
"afro trap, hip hop, hip-hop | rap, pop rap, rap, trap | rock, sillyname, french, chanson francaise, producer, composer, lyricist, pop rock, arranger, parolier, compositeur, producteur, arrangeur, madonna",3,1
"latin hip hop | latin, reggaeton, urbano latino",2,1
"arabic hip hop, moroccan pop, moroccan rap | dangdut, sholawat",2,1
"schlager, christian folk",1,1
"2008 universal fire victim, american, contemporary christian, criminal, g-funk, gangsta rap, gangster rap, hip hop, hip hop rnb and dance hall, hip-hop, kevin haden, old school hip hop, pro trump, rap, reggae, relic inn, west coast hip hop, west coast hip-hop | hip hop, pop rap, r&b, rap, trap, trap rap",2,1
"french, france, francophone, francais, hip hop",1,1
"pop | pop, british, uk, english, boy band, pop and chart, contemporary r&b",2,1
"banda, cumbia, cumbia nortena, grupera, norteno, tejano | cumbia, cumbia sonidera, grupera, son jarocho, electrocumbia",2,1
"3 step, afro house, afro soul, amapiano, deep house, gqom, private school piano, tribal house | afro house, tribal house",2,1
"rock, pop, singer-songwriter, electropop, 2000s, dance-pop, pop rock, pop and chart, united states, sober, contemporary r&b, 2010s, music for soccer moms, emo rap, cloud rap",1,1
"american, dansktop, soundtrack | flamenco, flamenco pop",2,1
"dance and electronica, hip hop rnb and dance hall, luk thung, phleng phuea chiwit, southern thai music, thai rock, thai pop",1,1
"cancion melodica, chanson francaise | latin, latin urban, reggaeton",2,1
"tribal house, afro tech",1,1
"80s, 90s, punk, american, punk rock, usa, hardcore punk, americain, skate punk, melodic hardcore, california, 00s, rock and indie, epitaph, atlantic, california punk, classic hardcore punk, classic punk, 10s, los angeles punk, 90s punk, 80s punk, dancehall | dancehall",2,1
"2000s, 2010s, blacklist, abuser, american, anti vax, contemporary r&b, dance, dance-pop, electro house, electropop, hip hop, hip hop rnb and dance hall, hip-hop, misogynist, pop, pop rap, r&b, relic inn, rnb, trap, wifebeater, ya man aint me (produced by the.mp3 | contemporary r&b, crunk&b, dance, dance-pop, electropop, hip hop, pop, pop and chart, pop rap, r&b",2,1
"awesomename, hiphop, us, hip hop, nerdcore | brazilian hip hop, brazilian trap, trap, trap funk | brazilian trap, trap, trap funk",3,1
"20th century, american, american composer, classical, composer, contemporary classical, modern classical",1,1
"finnish hip hop, finnish pop | finnish hip hop, finnish pop, trap",2,1
"alternative rock, swedish, punk rock, seen live, hard rock, glam rock, glam punk",1,1
